Date,Price,Actual,Predicted
2024-06-02,6.818297863006592,6.814379215240479,6.5346575
2024-06-03,6.814379215240479,7.3117241859436035,6.779674
2024-06-04,7.3117241859436035,7.196506023406982,7.251163
2024-06-05,7.196506023406982,7.535858154296875,6.630549
2024-06-06,7.535858154296875,7.212679862976074,7.475932
2024-06-07,7.212679862976074,7.032557010650635,7.4572525
2024-06-08,7.032557010650635,7.111292839050293,7.201304
2024-06-09,7.111292839050293,7.221634864807129,7.118037
2024-06-10,7.221634864807129,6.939348220825195,7.1634684
2024-06-11,6.939348220825195,7.466599941253662,7.3367114
2024-06-12,7.466599941253662,7.755602836608887,7.119135
2024-06-13,7.755602836608887,8.177352905273438,7.6389756
2024-06-14,8.177352905273438,7.910915851593018,8.143313
2024-06-15,7.910915851593018,7.944208145141602,8.11866
2024-06-16,7.944208145141602,7.6962738037109375,7.946042
2024-06-17,7.6962738037109375,7.134716033935547,7.6716714
2024-06-18,7.134716033935547,6.948575019836426,7.3883963
2024-06-19,6.948575019836426,7.1500349044799805,7.1709714
2024-06-20,7.1500349044799805,7.110071182250977,7.0127745
2024-06-21,7.110071182250977,7.337308883666992,7.274928
2024-06-22,7.337308883666992,7.512753963470459,7.337283
2024-06-23,7.512753963470459,7.485249996185303,7.557271
2024-06-24,7.485249996185303,7.489404201507568,7.391038
2024-06-25,7.489404201507568,7.638155937194824,7.3226237
2024-06-26,7.638155937194824,7.778035163879394,7.6430817
2024-06-27,7.778035163879394,7.485001087188721,7.808326
2024-06-28,7.485001087188721,7.599696159362793,7.4792967
2024-06-29,7.599696159362793,7.636116981506348,7.4867845
2024-06-30,7.636116981506348,7.738614082336426,7.600402
2024-07-01,7.738614082336426,8.081932067871094,7.7235713
2024-07-02,8.081932067871094,7.884183883666992,8.047585
2024-07-03,7.884183883666992,7.145671844482422,7.853473
2024-07-04,7.145671844482422,7.2231011390686035,7.513447
2024-07-05,7.2231011390686035,7.607420921325684,7.544614
2024-07-06,7.607420921325684,7.0731048583984375,7.6436977
2024-07-07,7.0731048583984375,7.117735862731934,7.502274
2024-07-08,7.117735862731934,7.303134918212891,7.317066
2024-07-09,7.303134918212891,7.259851932525635,7.489486
2024-07-10,7.259851932525635,7.313138961791992,7.3016872
2024-07-11,7.313138961791992,7.332427978515625,7.6802173
2024-07-12,7.332427978515625,7.279862880706787,7.3794365
2024-07-13,7.279862880706787,7.432859897613525,7.376314
2024-07-14,7.432859897613525,7.628750801086426,7.355213
2024-07-15,7.628750801086426,7.275972843170166,7.447458
2024-07-16,7.275972843170166,7.114515781402588,7.439789
2024-07-17,7.114515781402588,7.253416061401367,7.4039545
2024-07-18,7.253416061401367,7.30167818069458,7.3367176
2024-07-19,7.30167818069458,7.272448062896728,7.39106
2024-07-20,7.272448062896728,7.167480945587158,7.3058333
2024-07-21,7.167480945587158,6.976692199707031,7.21729
2024-07-22,6.976692199707031,6.862778186798096,6.994083
2024-07-23,6.862778186798096,6.855263233184815,6.8673906
2024-07-24,6.855263233184815,6.612884998321533,6.919323
2024-07-25,6.612884998321533,6.718739032745361,6.6200037
2024-07-26,6.718739032745361,6.6491289138793945,6.667544
2024-07-27,6.6491289138793945,6.61881685256958,6.6930313
2024-07-28,6.61881685256958,6.632049083709717,6.6916957
2024-07-29,6.632049083709717,6.733029842376709,6.633608
2024-07-30,6.733029842376709,6.760931015014648,6.7174
2024-07-31,6.760931015014648,6.740725040435791,6.734827
2024-08-01,6.740725040435791,6.185431003570557,6.660514
2024-08-02,6.185431003570557,5.962784767150879,6.20738
2024-08-03,5.962784767150879,6.021151065826416,5.9723763
2024-08-04,6.021151065826416,5.295702934265137,6.010239
2024-08-05,5.295702934265137,5.770187854766846,5.353318
2024-08-06,5.770187854766846,5.440051078796387,5.772871
2024-08-07,5.440051078796387,6.230607032775879,5.6778708
2024-08-08,6.230607032775879,6.607494831085205,5.991168
2024-08-09,6.607494831085205,6.680587768554688,6.3667836
2024-08-10,6.680587768554688,6.207942962646484,6.6137047
2024-08-11,6.207942962646484,6.269207000732422,5.8779683
2024-08-12,6.269207000732422,6.472332954406738,6.2913203
2024-08-13,6.472332954406738,6.908892154693604,6.3817797
2024-08-14,6.908892154693604,6.616733074188232,6.4423766
2024-08-15,6.616733074188232,6.545817852020264,6.7660966
2024-08-16,6.545817852020264,6.440838813781738,6.7636642
2024-08-17,6.440838813781738,6.909203052520752,6.7111845
2024-08-18,6.909203052520752,6.816068172454834,6.527119
2024-08-19,6.816068172454834,6.711419105529785,6.666336
2024-08-20,6.711419105529785,6.50306510925293,6.7215466
2024-08-21,6.50306510925293,6.503322124481201,6.934393
2024-08-22,6.503322124481201,6.717841148376465,6.399469
2024-08-23,6.717841148376465,5.915122985839844,6.5407205
2024-08-24,5.915122985839844,5.786217212677002,6.49298
2024-08-25,5.786217212677002,5.115549087524414,5.907293
2024-08-26,5.115549087524414,5.453750133514404,6.1216545
2024-08-27,5.453750133514404,5.523499011993408,5.4508967
2024-08-28,5.523499011993408,5.45264196395874,6.111001
2024-08-29,5.45264196395874,5.374205112457275,5.5374517
2024-08-30,5.374205112457275,5.421769142150879,5.433635
2024-08-31,5.421769142150879,5.188187122344971,5.3879976
2024-09-01,5.188187122344971,5.217682838439941,5.257858
2024-09-02,5.217682838439941,4.8933820724487305,5.2611217
2024-09-03,4.8933820724487305,4.623353958129883,5.0292788
2024-09-04,4.623353958129883,4.808022975921631,4.6343117
2024-09-05,4.808022975921631,4.651219844818115,4.805309
2024-09-06,4.651219844818115,4.666956901550293,4.7673306
