Date,Price,Actual,Predicted
2024-06-02,0.4464940130710602,0.4570359885692596,0.44838813
2024-06-03,0.4570359885692596,0.4614849984645843,0.4531148
2024-06-04,0.4614849984645843,0.4611749947071075,0.45815143
2024-06-05,0.4611749947071075,0.4581019878387451,0.46177176
2024-06-06,0.4581019878387451,0.4496429860591888,0.46135306
2024-06-07,0.4496429860591888,0.4365710020065307,0.44945487
2024-06-08,0.4365710020065307,0.4441060125827789,0.4477477
2024-06-09,0.4441060125827789,0.4404610097408294,0.44073138
2024-06-10,0.4404610097408294,0.4218910038471222,0.44078952
2024-06-11,0.4218910038471222,0.4377959966659546,0.42704853
2024-06-12,0.4377959966659546,0.4211849868297577,0.43544456
2024-06-13,0.4211849868297577,0.4116829931735992,0.434914
2024-06-14,0.4116829931735992,0.4136950075626373,0.41280004
2024-06-15,0.4136950075626373,0.4163790047168731,0.41327345
2024-06-16,0.4163790047168731,0.4017579853534698,0.41490042
2024-06-17,0.4017579853534698,0.3835799992084503,0.40780967
2024-06-18,0.3835799992084503,0.3837909996509552,0.3883081
2024-06-19,0.3837909996509552,0.3842439949512481,0.38413507
2024-06-20,0.3842439949512481,0.3760519921779632,0.38394043
2024-06-21,0.3760519921779632,0.3848119974136352,0.378591
2024-06-22,0.3848119974136352,0.3803029954433441,0.37841603
2024-06-23,0.3803029954433441,0.3777649998664856,0.3834931
2024-06-24,0.3777649998664856,0.3918589949607849,0.38116866
2024-06-25,0.3918589949607849,0.3847500085830688,0.3830176
2024-06-26,0.3847500085830688,0.3907009959220886,0.38183066
2024-06-27,0.3907009959220886,0.3854260146617889,0.38710025
2024-06-28,0.3854260146617889,0.3839649856090545,0.38550124
2024-06-29,0.3839649856090545,0.392192006111145,0.3849486
2024-06-30,0.392192006111145,0.4029070138931274,0.3855378
2024-07-01,0.4029070138931274,0.4177750051021576,0.401903
2024-07-02,0.4177750051021576,0.4067380130290985,0.41665646
2024-07-03,0.4067380130290985,0.3628590106964111,0.4125796
2024-07-04,0.3628590106964111,0.3498849868774414,0.39419276
2024-07-05,0.3498849868774414,0.3712210059165954,0.37811667
2024-07-06,0.3712210059165954,0.3466179966926574,0.35762998
2024-07-07,0.3466179966926574,0.3690069913864136,0.36129096
2024-07-08,0.3690069913864136,0.375328004360199,0.3507706
2024-07-09,0.375328004360199,0.3888350129127502,0.3683969
2024-07-10,0.3888350129127502,0.3958170115947723,0.37055483
2024-07-11,0.3958170115947723,0.4165239930152893,0.3734426
2024-07-12,0.4165239930152893,0.441415011882782,0.39626068
2024-07-13,0.441415011882782,0.4323480129241943,0.40831605
2024-07-14,0.4323480129241943,0.4455820024013519,0.416793
2024-07-15,0.4455820024013519,0.4381889998912811,0.4128717
2024-07-16,0.4381889998912811,0.4367479979991913,0.43068334
2024-07-17,0.4367479979991913,0.423905998468399,0.44376725
2024-07-18,0.423905998468399,0.4390339851379394,0.43908057
2024-07-19,0.4390339851379394,0.4376370012760162,0.4345963
2024-07-20,0.4376370012760162,0.4460769891738891,0.4376881
2024-07-21,0.4460769891738891,0.4265469908714294,0.4387051
2024-07-22,0.4265469908714294,0.4100970029830932,0.4424829
2024-07-23,0.4100970029830932,0.4068470001220703,0.41005358
2024-07-24,0.4068470001220703,0.3946709930896759,0.40777147
2024-07-25,0.3946709930896759,0.4177469909191131,0.3978563
2024-07-26,0.4177469909191131,0.4181979894638061,0.41104737
2024-07-27,0.4181979894638061,0.4073869884014129,0.41937423
2024-07-28,0.4073869884014129,0.404013991355896,0.4168326
2024-07-29,0.404013991355896,0.4016799926757812,0.41297612
2024-07-30,0.4016799926757812,0.3887729942798614,0.41239455
2024-07-31,0.3887729942798614,0.3927060067653656,0.40845385
2024-08-01,0.3927060067653656,0.3638220131397247,0.40417513
2024-08-02,0.3638220131397247,0.364095002412796,0.370669
2024-08-03,0.364095002412796,0.3439379930496216,0.3644001
2024-08-04,0.3439379930496216,0.3131549954414367,0.3474867
2024-08-05,0.3131549954414367,0.3307819962501526,0.31434655
2024-08-06,0.3307819962501526,0.3236980140209198,0.32988563
2024-08-07,0.3236980140209198,0.3518140017986297,0.3304769
2024-08-08,0.3518140017986297,0.3485470116138458,0.3388826
2024-08-09,0.3485470116138458,0.3462890088558197,0.34281355
2024-08-10,0.3462890088558197,0.3283219933509826,0.34033263
2024-08-11,0.3283219933509826,0.3389770090579986,0.34988973
2024-08-12,0.3389770090579986,0.3401539921760559,0.3308858
2024-08-13,0.3401539921760559,0.3354550004005432,0.33908528
2024-08-14,0.3354550004005432,0.3253529965877533,0.34377888
2024-08-15,0.3253529965877533,0.3304719924926758,0.3440678
2024-08-16,0.3304719924926758,0.3368859887123108,0.33073723
2024-08-17,0.3368859887123108,0.3348309993743896,0.3346439
2024-08-18,0.3348309993743896,0.3367530107498169,0.3351714
2024-08-19,0.3367530107498169,0.3436850011348724,0.33626094
2024-08-20,0.3436850011348724,0.3690589964389801,0.3422456
2024-08-21,0.3690589964389801,0.3765360116958618,0.3645378
2024-08-22,0.3765360116958618,0.391535997390747,0.37540743
2024-08-23,0.391535997390747,0.394006997346878,0.39050096
2024-08-24,0.394006997346878,0.3849790096282959,0.3849765
2024-08-25,0.3849790096282959,0.3669570088386535,0.3858552
2024-08-26,0.3669570088386535,0.3505110144615173,0.37141714
2024-08-27,0.3505110144615173,0.3501920104026794,0.35588065
2024-08-28,0.3501920104026794,0.3570410013198852,0.35549846
2024-08-29,0.3570410013198852,0.3471539914608001,0.35127902
2024-08-30,0.3471539914608001,0.3453519940376282,0.34721583
