Date,Price,Actual,Predicted
2024-06-02,0.9994029998779296,0.9997990131378174,0.99942476
2024-06-03,0.9997990131378174,1.0002180337905884,0.9994244
2024-06-04,1.0002180337905884,1.0001139640808103,0.99946755
2024-06-05,1.0001139640808103,0.999521017074585,0.9996265
2024-06-06,0.999521017074585,0.9996240139007568,0.99943405
2024-06-07,0.9996240139007568,0.9999189972877502,0.9995249
2024-06-08,0.9999189972877502,0.9999039769172668,0.9996023
2024-06-09,0.9999039769172668,0.999580979347229,0.9996009
2024-06-10,0.999580979347229,0.9999409914016724,0.9995974
2024-06-11,0.9999409914016724,0.9996820092201232,0.9996819
2024-06-12,0.9996820092201232,0.9996050000190736,0.9996701
2024-06-13,0.9996050000190736,0.9994710087776184,0.9997208
2024-06-14,0.9994710087776184,0.9994670152664183,0.9997399
2024-06-15,0.9994670152664183,0.9992930293083192,0.9997762
2024-06-16,0.9992930293083192,0.9996449947357178,0.99973774
2024-06-17,0.9996449947357178,0.9995499849319458,0.9996856
2024-06-18,0.9995499849319458,0.9997959733009338,0.99963146
2024-06-19,0.9997959733009338,0.9993990063667296,0.9996658
2024-06-20,0.9993990063667296,0.9994789958000184,0.9996404
2024-06-21,0.9994789958000184,0.9995729923248292,0.999612
2024-06-22,0.9995729923248292,0.999343991279602,0.9995805
2024-06-23,0.999343991279602,0.9994080066680908,0.999567
2024-06-24,0.9994080066680908,0.9998080134391784,0.99952024
2024-06-25,0.9998080134391784,0.9993240237236024,0.9995319
2024-06-26,0.9993240237236024,0.9985970258712769,0.9995015
2024-06-27,0.9985970258712769,0.9981369972229004,0.99942905
2024-06-28,0.9981369972229004,0.9983659982681274,0.9991249
2024-06-29,0.9983659982681274,0.9984089732170104,0.9989319
2024-06-30,0.9984089732170104,0.9989680051803588,0.9988209
2024-07-01,0.9989680051803588,0.9984530210494996,0.9987986
2024-07-02,0.9984530210494996,0.9988530278205872,0.99877715
2024-07-03,0.9988530278205872,0.9996610283851624,0.9987505
2024-07-04,0.9996610283851624,1.0000269412994385,0.9992225
2024-07-05,1.0000269412994385,1.0000979900360107,0.9994027
2024-07-06,1.0000979900360107,0.9998319745063782,0.99929744
2024-07-07,0.9998319745063782,0.9998189806938172,0.9996061
2024-07-08,0.9998189806938172,1.000012993812561,0.99947476
2024-07-09,1.000012993812561,0.9998769760131836,0.99963486
2024-07-10,0.9998769760131836,1.00006902217865,0.99969596
2024-07-11,1.00006902217865,1.000223994255066,0.9997348
2024-07-12,1.000223994255066,1.000300049781799,0.9997984
2024-07-13,1.000300049781799,1.0002800226211548,0.9998411
2024-07-14,1.0002800226211548,1.0007929801940918,0.99986905
2024-07-15,1.0007929801940918,1.0006259679794312,0.9999843
2024-07-16,1.0006259679794312,1.0001859664916992,1.0001061
2024-07-17,1.0001859664916992,0.9998310208320618,1.0001506
2024-07-18,0.9998310208320618,1.000517964363098,1.0001299
2024-07-19,1.000517964363098,1.0004470348358154,1.0001737
2024-07-20,1.0004470348358154,1.0001909732818604,1.0002121
2024-07-21,1.0001909732818604,1.0004169940948486,1.0002419
2024-07-22,1.0004169940948486,1.000161051750183,1.0002781
2024-07-23,1.000161051750183,0.9998220205307008,1.000311
2024-07-24,0.9998220205307008,0.9998109936714172,1.0002872
2024-07-25,0.9998109936714172,1.000175952911377,1.0002564
2024-07-26,1.000175952911377,1.000087022781372,1.0002731
2024-07-27,1.000087022781372,0.9999079704284668,1.0002612
2024-07-28,0.9999079704284668,0.9997950196266174,1.0001769
2024-07-29,0.9997950196266174,0.9998300075531006,1.0001037
2024-07-30,0.9998300075531006,0.9997329711914062,1.0000883
2024-07-31,0.9997329711914062,0.9991080164909364,1.0000846
2024-08-01,0.9991080164909364,0.9986749887466432,0.999971
2024-08-02,0.9986749887466432,0.9995989799499512,0.9996044
2024-08-03,0.9995989799499512,0.9996799826622008,0.99961174
2024-08-04,0.9996799826622008,1.0003650188446045,0.9996488
2024-08-05,1.0003650188446045,1.0005730390548706,0.999754
2024-08-06,1.0005730390548706,1.0002729892730713,0.9997951
2024-08-07,1.0002729892730713,1.0002789497375488,0.99996006
2024-08-08,1.0002789497375488,1.0005780458450315,1.0000149
2024-08-09,1.0005780458450315,1.0002110004425049,1.000081
2024-08-10,1.0002110004425049,1.0000449419021606,1.0000852
2024-08-11,1.0000449419021606,1.0001800060272217,1.0000486
2024-08-12,1.0001800060272217,1.0002659559249878,1.0001242
2024-08-13,1.0002659559249878,1.000290036201477,1.0001395
2024-08-14,1.000290036201477,1.000236988067627,1.0001235
2024-08-15,1.000236988067627,1.0002909898757937,1.0001734
2024-08-16,1.0002909898757937,1.0002089738845823,1.0002478
2024-08-17,1.0002089738845823,1.000641942024231,1.0003
2024-08-18,1.000641942024231,1.000525951385498,1.0003191
2024-08-19,1.000525951385498,1.0000460147857666,1.0003047
2024-08-20,1.0000460147857666,1.0003060102462769,1.0002941
2024-08-21,1.0003060102462769,1.0002280473709106,1.0002972
2024-08-22,1.0002280473709106,1.0008389949798584,1.0002612
2024-08-23,1.0008389949798584,1.0004119873046875,1.0003127
2024-08-24,1.0004119873046875,1.0005450248718262,1.0003283
2024-08-25,1.0005450248718262,1.000201940536499,1.0003748
2024-08-26,1.000201940536499,1.0003269910812378,1.0003569
2024-08-27,1.0003269910812378,1.0001499652862549,1.0003676
2024-08-28,1.0001499652862549,1.0001590251922607,1.0003502
2024-08-29,1.0001590251922607,0.9998930096626282,1.0003599
2024-08-30,0.9998930096626282,0.9998840093612672,1.000339
2024-08-31,0.9998840093612672,1.0000059604644775,1.0002787
