Date,ADA-USD,AVAX-USD,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,SOL-USD,TON11419-USD,USDT-USD,XRP-USD
2024-05-01,0.41950398683547974,30.680227279663086,538.0464477539062,56555.29296875,0.1203479990363121,2815.92333984375,119.38481140136719,4.607007026672363,0.9980720281600952,0.48020800948143005
2024-05-02,0.4408609867095947,32.31461715698242,543.5223388671875,56937.203125,0.12422700226306915,2894.329833984375,128.26028442382812,4.689184188842773,0.9984080195426941,0.5066930055618286
2024-05-03,0.44736701250076294,33.367042541503906,559.4467163085938,58848.3125,0.1314219981431961,2960.18212890625,136.12342834472656,5.11375093460083,0.9994680285453796,0.5151939988136292
2024-05-04,0.4633669853210449,35.25322723388672,583.2993774414062,62599.3515625,0.14610600471496582,3096.267578125,142.56625366210938,5.6699299812316895,0.9998170137405396,0.5280889868736267
2024-05-05,0.45355600118637085,36.71491622924805,580.2462768554688,62955.3046875,0.15497800707817078,3075.586181640625,143.47845458984375,5.584574222564697,0.9998250007629395,0.5247910022735596
2024-05-06,0.45309901237487793,36.88583755493164,583.3734130859375,62746.23828125,0.15444500744342804,3048.238525390625,145.58432006835938,5.770998954772949,0.9995930194854736,0.5266100168228149
2024-05-07,0.44181200861930847,35.33201599121094,576.7245483398438,62285.98046875,0.14973799884319305,3003.013671875,148.0836181640625,5.673586845397949,0.9996140003204346,0.5229610204696655
2024-05-08,0.4380050003528595,33.69520568847656,575.1480102539062,60877.12890625,0.14221100509166718,2938.47265625,140.16909790039062,5.609025955200195,0.9994459748268127,0.5157150030136108
2024-05-09,0.4484330117702484,33.77986145019531,586.7303466796875,60648.07421875,0.14315800368785858,2951.223876953125,140.78964233398438,5.758056163787842,0.9992690086364746,0.5099250078201294
2024-05-10,0.4444650113582611,33.25651931762695,582.0457763671875,60208.78125,0.14252500236034393,2881.000732421875,144.9387969970703,6.312338829040527,0.9993119835853577,0.4987959861755371
2024-05-11,0.4385429918766022,33.1314697265625,581.8966674804688,60492.625,0.1427070051431656,2888.083251953125,143.33140563964844,6.623870849609375,0.9993460178375244,0.5011299848556519
2024-05-12,0.43525099754333496,32.93456268310547,587.8043212890625,60632.6015625,0.14001600444316864,2902.201904296875,142.8818359375,6.824582099914551,0.9992370009422302,0.49744701385498047
2024-05-13,0.42615899443626404,31.978857040405273,585.520751953125,60769.83984375,0.1360429972410202,2865.134521484375,138.03285217285156,6.761826038360596,0.9991809725761414,0.48791900277137756
2024-05-14,0.42699798941612244,31.50533103942871,563.4202270507812,61123.765625,0.1443610042333603,2863.5458984375,141.9068603515625,6.586524963378906,0.9990620017051697,0.49782800674438477
2024-05-15,0.4267500042915344,31.397022247314453,561.1272583007812,61330.41015625,0.1454000025987625,2864.7353515625,141.35032653808594,6.829465866088867,0.9993039965629578,0.49744999408721924
2024-05-16,0.4495519995689392,33.79062271118164,565.7623291015625,64613.0546875,0.14906999468803406,2925.08740234375,156.7726287841797,6.354662895202637,0.9997349977493286,0.5131040215492249
2024-05-17,0.4559740126132965,34.29845428466797,568.8367309570312,65119.31640625,0.1495169997215271,2934.112548828125,159.116455078125,6.552529811859131,0.9998409748077393,0.5139979720115662
2024-05-18,0.47655001282691956,36.395660400390625,575.0185546875,66663.5,0.15165700018405914,3087.704345703125,168.9330596923828,6.373678207397461,0.9998390078544617,0.5195199847221375
2024-05-19,0.46560001373291016,35.43242263793945,572.36962890625,65937.1796875,0.1479569971561432,3056.75439453125,166.7326202392578,6.239160060882568,0.9994999766349792,0.5074570178985596
2024-05-20,0.46221399307250977,35.2384147644043,569.5235595703125,66086.171875,0.14809900522232056,3050.2978515625,168.0304412841797,6.218104839324951,0.999472975730896,0.5074959993362427
2024-05-21,0.4911060035228729,39.734439849853516,593.9327392578125,69191.125,0.16090500354766846,3628.096435546875,174.71170043945312,6.316071033477783,0.9989910125732422,0.532230019569397
2024-05-22,0.4760960042476654,39.332481384277344,610.5460205078125,68977.6953125,0.1622440069913864,3655.0751953125,175.4474639892578,6.190219879150391,0.9992390275001526,0.5236920118331909
2024-05-23,0.4485819935798645,36.72113800048828,581.9541015625,66356.953125,0.15340299904346466,3552.642578125,167.4036865234375,6.020503044128418,0.9984899759292603,0.5093910098075867
2024-05-24,0.4555329978466034,36.998558044433594,588.8939819335938,66622.671875,0.15616099536418915,3631.990234375,162.8658905029297,6.068192005157471,0.9988610148429871,0.5178719758987427
2024-05-25,0.4581339955329895,37.7730598449707,599.6072387695312,68515.8203125,0.1629589945077896,3710.5283203125,166.11300659179688,6.291131019592285,0.9994519948959351,0.5335080027580261
2024-05-26,0.45642998814582825,36.518898010253906,598.6958618164062,68183.890625,0.1657080054283142,3732.02294921875,161.2638702392578,6.286208152770996,0.9992169737815857,0.526602029800415
2024-05-27,0.45719799399375916,36.68791961669922,599.7007446289062,68232.5,0.1643649935722351,3821.930419921875,163.33544921875,6.308554172515869,0.9988170266151428,0.5237690210342407
2024-05-28,0.45311498641967773,36.56013107299805,593.7161865234375,67227.15625,0.16179600358009338,3771.2138671875,164.97340393066406,6.236364841461182,0.9984869956970215,0.5215920209884644
2024-05-29,0.4509139955043793,36.1272087097168,592.9666137695312,67101.4921875,0.16222000122070312,3742.041259765625,167.3238525390625,6.416258811950684,0.99857097864151,0.5200960040092468
2024-05-30,0.4438070058822632,35.33282470703125,586.5576782226562,67118.078125,0.15659500658512115,3702.263671875,163.6839599609375,6.340238094329834,0.99857097864151,0.5136370062828064
