Date,ADA-USD,AVAX-USD,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,SOL-USD,TON11419-USD,USDT-USD,XRP-USD
2024-05-01,0.4560829997062683,33.8548583984375,579.3329467773438,60780.5,0.13372400403022766,3020.17333984375,135.11386108398438,5.162652969360352,1.0017950534820557,0.5201680064201355
2024-05-02,0.4610069990158081,34.08602523803711,565.4573974609375,59602.296875,0.13425399363040924,3015.05029296875,140.28152465820312,5.258673191070557,1.0016850233078003,0.5243350267410278
2024-05-03,0.47281500697135925,35.86737823486328,590.2448120117188,63320.50390625,0.1477620005607605,3127.1552734375,144.9600372314453,5.798831939697266,1.0018830299377441,0.5365129709243774
2024-05-04,0.4745520055294037,37.61781311035156,593.1934204101562,64494.95703125,0.16909199953079224,3167.541259765625,148.9357452392578,5.8347930908203125,1.0017399787902832,0.5401409864425659
2024-05-05,0.4652009904384613,37.93486785888672,594.9953002929688,64610.890625,0.1631300002336502,3170.05517578125,147.91647338867188,5.9821248054504395,1.001747965812683,0.5331860184669495
2024-05-06,0.4746440052986145,39.76741409301758,601.88671875,65494.90234375,0.16894100606441498,3220.15234375,156.62669372558594,6.191813945770264,1.0016130208969116,0.5688809752464294
2024-05-07,0.4557110071182251,37.57884216308594,599.9354858398438,64390.45703125,0.15980200469493866,3129.081298828125,159.05345153808594,5.990417957305908,1.0016820430755615,0.5438420176506042
2024-05-08,0.46747300028800964,35.489585876464844,589.5725708007812,62986.0859375,0.15192100405693054,3037.196044921875,149.81089782714844,5.9179368019104,1.0015219449996948,0.5290600061416626
2024-05-09,0.464136004447937,35.35547637939453,602.5897216796875,63404.9140625,0.1539829969406128,3057.958251953125,153.08624267578125,6.4666218757629395,1.0011980533599854,0.5232700109481812
2024-05-10,0.46769899129867554,36.08312225341797,596.5833740234375,63446.7421875,0.15304799377918243,3052.7294921875,155.41159057617188,7.180875778198242,1.0024319887161255,0.521058976650238
2024-05-11,0.4505470097064972,33.97713088989258,594.20654296875,61451.15234375,0.1460369974374771,2942.1787109375,147.4264373779297,6.983283996582031,1.0007230043411255,0.50730299949646
2024-05-12,0.4425640106201172,33.965999603271484,599.1841430664062,61818.15625,0.14438900351524353,2953.04736328125,147.57147216796875,7.065981864929199,1.0010260343551636,0.5085880160331726
2024-05-13,0.4521450102329254,33.761016845703125,597.7680053710938,63422.66015625,0.1568250060081482,2994.869140625,150.54666137695312,7.444302082061768,1.001420021057129,0.5116739869117737
2024-05-14,0.43781399726867676,33.14076232910156,592.8369750976562,63092.125,0.15476499497890472,2959.546630859375,148.8286895751953,7.19283390045166,1.0011470317840576,0.511355996131897
2024-05-15,0.45458799600601196,34.75374221801758,587.4215087890625,66454.453125,0.1569889932870865,3041.602294921875,158.64071655273438,7.137308120727539,1.001459002494812,0.5196210145950317
2024-05-16,0.46197599172592163,35.00104904174805,586.4363403320312,66712.4296875,0.15902499854564667,3041.80712890625,164.31932067871094,7.054093837738037,1.001466989517212,0.5213310122489929
2024-05-17,0.4899449944496155,37.53593826293945,584.666015625,67459.4609375,0.15636399388313293,3120.3017578125,171.6060791015625,6.7788519859313965,1.0015950202941895,0.5288699865341187
2024-05-18,0.48551398515701294,37.62953186035156,581.9871826171875,67387.328125,0.1568720042705536,3146.79052734375,175.7790985107422,6.6560540199279785,1.0014630556106567,0.5256279706954956
2024-05-19,0.48301801085472107,37.72692108154297,581.876708984375,67694.296875,0.15596400201320648,3137.1484375,175.1893310546875,6.560554027557373,1.001235008239746,0.5235369801521301
2024-05-20,0.5017579793930054,40.21567916870117,601.5638427734375,71483.5625,0.16594499349594116,3690.805908203125,187.44712829589844,6.625769138336182,1.0012190341949463,0.5373330116271973
2024-05-21,0.5089679956436157,41.3155403137207,629.861083984375,71946.4609375,0.17262999713420868,3837.372802734375,188.49383544921875,6.71182918548584,1.0005409717559814,0.5561180114746094
2024-05-22,0.49492400884628296,41.68886947631836,625.5662841796875,70623.6953125,0.1740950047969818,3810.948486328125,183.0676727294922,6.612998962402344,1.0006170272827148,0.5376880168914795
2024-05-23,0.4876349866390228,40.39580154418945,616.5244750976562,70041.2734375,0.1691419929265976,3943.553955078125,180.165283203125,6.718148231506348,1.0007150173187256,0.5392069816589355
2024-05-24,0.46891599893569946,38.947025299072266,604.3148803710938,69220.296875,0.17270100116729736,3825.12255859375,176.03147888183594,6.398387908935547,1.0008289813995361,0.5367299914360046
2024-05-25,0.46427100896835327,38.68832015991211,606.3673095703125,69579.3203125,0.17408600449562073,3776.006591796875,170.3550567626953,6.481939792633057,1.0007660388946533,0.5423189997673035
2024-05-26,0.46236398816108704,38.289207458496094,604.830078125,69506.2265625,0.17454999685287476,3879.470703125,168.43927001953125,6.430541038513184,1.0008339881896973,0.5418350100517273
2024-05-27,0.4739989936351776,38.86856460571289,613.38818359375,70597.8828125,0.17303599417209625,3973.556396484375,171.98854064941406,6.504519939422607,1.0004830360412598,0.539929986000061
2024-05-28,0.46843698620796204,38.332275390625,604.985107421875,69514.640625,0.16933000087738037,3924.895751953125,173.0171356201172,6.493292808532715,1.0003880262374878,0.5345720052719116
2024-05-29,0.46310698986053467,37.41986083984375,602.9315185546875,68852.4609375,0.17026899755001068,3880.6484375,173.64195251464844,6.574347019195557,1.0003219842910767,0.5320940017700195
2024-05-30,0.4545460045337677,37.05754470825195,601.6650390625,69500.5390625,0.1654070019721985,3823.643310546875,172.41778564453125,6.550957202911377,1.0008859634399414,0.5273370146751404
