Date,ADA-USD,AVAX-USD,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,SOL-USD,TON11419-USD,USDT-USD,XRP-USD
2024-05-01,0.44986599683761597,33.28810119628906,561.408203125,58254.01171875,0.1301340013742447,2969.78466796875,134.6279754638672,4.8858418464660645,0.9985569715499878,0.5170000195503235
2024-05-02,0.4582819938659668,33.61256408691406,560.5267333984375,59123.43359375,0.1321060061454773,2988.16845703125,137.81448364257812,5.138682842254639,1.00005304813385,0.5183290243148804
2024-05-03,0.46754398941993713,35.584896087646484,587.0104370117188,62889.8359375,0.1461459994316101,3103.5419921875,143.77255249023438,5.693695068359375,1.0005470514297485,0.5318940281867981
2024-05-04,0.463577002286911,37.36183166503906,585.8465576171875,63891.47265625,0.1601569950580597,3117.576416015625,146.1350555419922,5.754094123840332,1.000148057937622,0.5304049849510193
2024-05-05,0.4583339989185333,37.401939392089844,592.140380859375,64031.1328125,0.16106800734996796,3137.2490234375,145.71302795410156,5.96605920791626,1.0002540349960327,0.5297840237617493
2024-05-06,0.4542880058288574,37.138362884521484,588.4759521484375,63161.94921875,0.1566080003976822,3062.728759765625,152.80239868164062,5.7815961837768555,1.0000380277633667,0.5405470132827759
2024-05-07,0.4418730139732361,35.341732025146484,577.4862060546875,62334.81640625,0.15018999576568604,3006.5771484375,148.1343231201172,5.676781177520752,1.0,0.5247439742088318
2024-05-08,0.45255300402641296,34.04719924926758,588.1974487304688,61187.94140625,0.14329400658607483,2973.6572265625,142.29473876953125,5.763051986694336,0.999584972858429,0.5172299742698669
2024-05-09,0.4635010063648224,35.08065414428711,596.031982421875,63049.9609375,0.15211699903011322,3036.0205078125,152.84994506835938,6.399046897888184,0.9998679757118225,0.521028995513916
2024-05-10,0.4482499957084656,33.71251678466797,585.6221923828125,60792.77734375,0.14403100311756134,2909.791259765625,146.21690368652344,6.7735371589660645,0.9998610019683838,0.5023379921913147
2024-05-11,0.4388760030269623,33.479148864746094,592.0278930664062,60793.7109375,0.1429239958524704,2911.60205078125,145.3143768310547,6.886178016662598,0.9997590184211731,0.5059750080108643
2024-05-12,0.4376530051231384,33.167240142822266,594.424560546875,61448.39453125,0.1412310004234314,2928.701904296875,143.52081298828125,6.951006889343262,0.9995660185813904,0.49947500228881836
2024-05-13,0.43654000759124756,32.421722412109375,591.60693359375,62901.44921875,0.14843399822711945,2949.359619140625,147.28233337402344,7.021132946014404,0.9998559951782227,0.5049020051956177
2024-05-14,0.42806899547576904,31.568510055541992,566.70703125,61552.7890625,0.14541900157928467,2881.157958984375,142.0303955078125,6.847754001617432,0.9995920062065125,0.49988698959350586
2024-05-15,0.45298799872398376,34.67960739135742,582.0743408203125,66267.4921875,0.15552599728107452,3037.056640625,158.18682861328125,6.994947910308838,1.0005470514297485,0.5190039873123169
2024-05-16,0.4596950113773346,34.46154022216797,569.1902465820312,65231.58203125,0.14963699877262115,2945.131103515625,159.116455078125,6.771337985992432,1.0000979900360107,0.5156980156898499
2024-05-17,0.4819999933242798,36.423484802246094,581.1783447265625,67051.875,0.15556299686431885,3094.11865234375,169.53054809570312,6.619797229766846,1.0003999471664429,0.5238040089607239
